,URL,Company,Title,Location,Salary Min,Salary Max,Date,Work,Schedule,School,Experience,Description
35,https://www.jobs.bg/job/6505328,БЪЛГЕРИАН ПРОПЕРТИС ООД,БРОКЕР НЕДВИЖИМИ ИМОТИ,Каварна,1500,2500,21.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!


Във връзка с разрастването на обхвата на дейността ни към гр. Каварна, гр. Балчик и региона търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
36,https://www.jobs.bg/job/6505257,БЪЛГЕРИАН ПРОПЕРТИС ООД,БРОКЕР НЕДВИЖИМИ ИМОТИ,Банско,2000,3000,21.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на екипа ни в гр. Банско търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
37,https://www.jobs.bg/job/6505209,БЪЛГЕРИАН ПРОПЕРТИС ООД,БРОКЕР НЕДВИЖИМИ ИМОТИ,Самоков,2000,3500,21.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.
Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.
Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на екипа ни в гр. Самоков търсим

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти 
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
38,https://www.jobs.bg/job/6505185,БЪЛГЕРИАН ПРОПЕРТИС ООД,БРОКЕР НЕДВИЖИМИ ИМОТИ,Дупница,2000,3500,21.09.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Вече 20 години BULGARIAN PROPERTIES е едно от най-разпознаваемите имена в сферата на недвижимите имоти, символ на професионализъм, устойчиво развитие и коректност към служители, клиенти и партньори.

Отстояваме лидерската си позиция с екипна работа, иновации и ползване на най-съвременни технологии.

Да работиш при нас означава гарантиран успех в имотните сделки!

Във връзка с разрастването на обхвата на дейността ни търсим за гр. Дупница и региона 

БРОКЕР НЕДВИЖИМИ ИМОТИ

Успешните кандидати биха имали:
Отлични търговски и комуникационни умения и желание за работа с хора
Умения за работа с MS Office, интернет браузъри и офис приложения за смартфон
Опит като брокер на недвижими имоти ще се смята за предимство
Владеене на английски език на работно ниво
Шофьорска книжка и опит в шофирането
Работата се състои в:
Набиране на имоти за продажба и под наем – осигурени от компанията и собствени канали
Срещи с клиенти и огледи на имоти
Комуникация с продавачи и купувачи, наемодатели и наематели, строителни предприемачи и други контрагенти
Преговори и посредничество между страните
Координация на процесите между всички страни, включително и вътре в компанията, до приключване на сделката
Да си част от нашия екип, означава да имаш:
Модерен офис с отлична работна атмосфера в екип от опитни професионалисти
Трудов договор с твърдо месечно възнаграждение плюс бонуси за постигнати резултати
Пълна мобилност чрез служебен лаптоп, телефон и разходи за транспорт
Мащабна реклама и иновативна презентация на имотите
Екип от уеб редактори, които публикуват твоите обяви
Кол център, който приема входящите запитвания
Юристи, които се грижат за правното обслужване на сделките
Мениджъри, които ще ти дават безценна помощ в професионалното развитие
Вълнуващи участия в медии, социални мрежи, фирмени партита и конференции
Ако предложената позиция отговоря на твоите възможности и желание за развитие, изпрати ни автобиография и актуална снимка.

Ще се свържем само с одобрените по документи кандидати.
Гарантираме пълна конфиденциалност на всички кандидатури.

Успех!"
39,https://www.jobs.bg/job/6517113,ГИГАЛАН ЕМ ООД,Техник кабелни и оптични мрежи,София,1500,2000,29.09.2022,Постоянна работа,Пълно работно време,Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Свързване на нови абонати към мрежата на Гигалан, настройка на TV и интернет техника при клиенти
Изграждане, поддържане и отстраняване на проблеми на лан и оптичната мрежа на Гигалан

Изисквания към кандидатите:

Сръчност и умения за работа с различни инструменти
Работа на открито и при лоши атмосферни условия
Готовност за работа в екип и усвояване на нови знания и умения
Добри комуникативни умения
Шофьорската книжка задължително.
Стартовата заплата се определия от знанията и опита на кандидата. Твърдо повишение на заплатата минимум 100лв./6м. Допълнителни бонуси при акуратно използване на работното време. Възможност за работа на график 2/2, 3/2, 4/2 и 5/2."
40,https://www.jobs.bg/job/6541581,ДИ ЕМ АЙ ДИВЕЛОПМЪНТ ЕООД,Асистент дигитален маркетинг онлайн магазини,"София, Маслиново клонче 2 (виж карта)",1500,1750,14.10.2022,Постоянна работа,Пълно работно време,Подходяща и за студенти,None,"Дигиталният маркетинг ви е добре познат и имате интереси в сферата на електронната търговия? В такъв случай изпратете автобиографията си, защото може би търсим точно вас!

Ние сме компания, която оперира няколко проекта за онлайн пазаруване. Във връзка с разширение на дейността, предлагаме интересна и динамична работа в приятелски настроен екип. Освен това - възможности за професионално развитие на база на демонстрираните умения и качества; гъвкаво работно време; опция за дистанционна работа - когато се налага. Предлагаме и ваучери за храна - все пак всеки стига и до магазина. Ако сме ви заинтригували, вижте дали отговаряте на очакванията ни.

За интервю ще селектираме кандидати, които разпознават уменията и качествата си в изброеното по-долу:

- добри знания в областта на дигиталния маркетинг

- практически опит в планиране и управление на Facebook и AdWords дигитални кампании

- опит в управление на електронни магазини

- ориентирано към резултати мислене

- умение за работа в екип

- организираност и способност за изпълнение на поставени цели

- умение за планиране и спазване на поставени срокове

Какво очакваме от новия си колега:

- планиране и управление на Facebook и AdWords дигитални кампании
- качване на нови продукти и редакция на съществуващи в онлайн платформите за продажба
- зареждане и следене на предварително одобрени онлайн кампании
- подготовка на рекламни текстове за всички рекламни канали на отделните онлайн магазини
- поддържане на съществуващите и намиране на нови рекламни канали
- договаряне на подходящи партньорства в страната и в рамките на ЕС
- поддържане на фирменото присъствие в социалните мрежи и изготвяне на кампании за ангажираност
- изготвяне на седмични отчети за представянето на рекламните кампании и измерване на тяхната ефективност
- инициативност
- желание за работа в подобна сфера на дейност
- английски или друг език на работно ниво
- познаването на платформата ETSY ще се приеме за предимство
- позитивно отношение към екипа, клиентите и към себе си

В случай, че притежавате тези и други подобни умения, ще се радваме да се запознаем и да поговорим за потенциалната ни съвместна работа. Ще очакваме автобиографията ви, придружена със снимка. Ако изпратите и мотивационно писмо или препоръки, шансовете да ви харесаме се увеличават."
41,https://www.jobs.bg/job/6540212,СДРУЖЕНИЕ ДРУЖЕСТВО ЗА ОБЕДИНЕНИТЕ НАЦИИ В БЪЛГАРИЯ,"Сътрудник “Комуникация и медии”; Сътрудник ""Кореспонденция и изграждане на партньорства""",София,750,820,13.10.2022,Работа по задание / Freelance,Пълно работно време,Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Търсят се:
2-ма кандидати, които да подкрепят дейностите по проект на Дружество на Обединените нации в България, финансиран по програма Европейски Корпус за Солидарност

Място на проекта: гр. София
Времетраене на проекта: 12 месеца/360 дни
Начало на службата: 01.11.2022
Край на службата: 26.10.2023
Краен срок за кандидатстване: 23.10.2022
Необходими документи: автобиография и мотивационно писмо

Задачи на сътрудника:
- Създаване на съдържание за социални медии и новинарската секция на сайта ни;
- Проучване и работа с дигитални инструменти за младежка работа;
- Развиване на различни канали за комуникация с младежи;
- Подкрепа с административни задачи - работа с документи, архивиране, дигитализиране, изготвяне на документи с насоки от супервайзора;
- Подкрепа при организиране на младежки събития и инициативи онлайн и офлайн, и тяхното разпространение;
- Подкрепа с водене на входяща и изходяща кореспонденция с ученически и студентски клубове на ООН от страната и други младежки организации
- Поддържа база данни с контакти на медии и журналисти. Преглежда международни новини и следи информация от световните информационни канали.
- Води архив, книга входяща и изходяща поща;
- Поддържа списъци с членове на Дружеството, приема нови молби и ги подрежда;
- Промоция на проекта, в който взимат участие и възможностите за млади хора по програма Европейски Корпус за солидарност

Необходими умения:
- Интереси в сферата на социалните медии и каналите за комуникация;
- Проактивност и желание за развитие на комуникативни умения;
- Интереси в създаването на медийно съдържание (текст/фотографии/видео) и желание за развитие на умения в тази сфера;
- Интереси и желание за повишаване на знанията в официалната кореспонденцията на български и английски език;
- Интереси и желание за запознаване с принципите и структурата на ООН;
- Интереси в сферата на политическите науки и международни отношения;
- Позитивно отношение
- Гъвкавост
- Инициативност
- Способност да работи както в екип, така и самостоятелно
- Добро владеене на български и английски език - писмено и говоримо
- Желание за работа с хора от различни среди - студенти, професионалисти, представители на институции и местна власт и др.

Работно време:
30 часа / седмично + 5 часа лично развитие / месечно
Почивни дни - събота и неделя
Почивка по време на българските национални празници

В резултат на проекта участникът ще подобри следните знания и умения:
- умения за водене на официална кореспонденция;
- Умения за поддържане на документация;
- Умения за подготовка на отчети и доклади за свършена работа;
- умения за работа с медии - подготовка на прессъобщения, публикуване в социалните мрежи, създаване на медийно съдържание
- умения за организиране на събития и кампании, свързани с календара от събития на ООН;
- знания за структурата, функциите и мрежата на ООН;
- умения за планиране и организиране на времето и приоритизиране;
- умения за работа в екип;
- презентационни и комуникационни умения;
- междукултурен диалог и толерантност;
- запознаване с международните инструменти за защита на правата на човека;
- знания за Европейския съюз, неговите ценности и функции;
- умения за комуникация на чужд език - автономност и увереност в собствените възожности;
- знания за младежката работа, гражданската активност и младежки политики на местно, национално и европейско ниво;
- международно признат сертификат и/или препоръка

За кандидата са осигурени:
- Средства за настаняване
- Джобни пари
- Пари за храна и транспорт в града
- Международен сертификат за участие в програма Европейски Корпус за Солидарност
- Обучение и менторска подкрепа
- Достъп до богата библиотека и различни дигитални ресурси.

Настоящата Програма дава възможност на млади хора да придобият разнообразни личностни и професионални умения, да натрупат опит в реална работна среда, да придобият специфични умения и компетенции, които да ги направят по-конкуретни на пазара на труда.
Участието, условията, правата и задълженията свързани с този проект са регламентирани чрез договор по европейски образец между одобрения кандидат и Дружество за ООН, гр. София."
42,https://www.jobs.bg/job/6536570,КЮБ БГ ЕООД,Техник - монтаж и поддръжка на електро и системи за сигурност,"София, ул 5004 №1 (виж карта)",1200,1800,12.10.2022,Постоянна работа,"Пълно работно време,Непълно работно време",Подходяща и за студенти,Подходяща и за кандидати с малък или без опит,"Описание и изисквания:
Техник - монтаж и поддръжка на системи за сигурност КЮБ БГ ЕООД е основана 2013г. и до днес е изградила над 500 обекта в цялата страна. Фирмата се развива в сферата на системите за сигурност (контрол на достъп и контрол на работно време, видеонаблюдение, паркинг системи и др.) умен дом/офис и компютърни мрежи.

В момента имаме свободна позиция за техник, който има желание да изгражда, монтира и поддържа системи за видеонаблюдение, контрол на достъп, умен дом/офис, компютърни мрежи и ел. инсталации.

Ние ще предпочетем кандидати покриващи следните изисквания:

- средно образование или по-високо със специализация електротехника, електроника или друго, подходящо за позицията;
- опит на същата или подобна позиция – мин. 1 година се счита за предимство;
- отговорност, лоялност и прецизност в изпълнение на поставените задачи и усвояване на нови знания и умения;
- добри комуникативни умения и готовност за работа в екип;
- шофьорска книжка - активен шофьор;
- спазването на конфиденциалност е задължителна.

Ще изискваме от кандидатите:

- инсталиране на системи за сигурност, системи за умен дом, силнотокови и слаботокови инсталации
- настройка на системи за видеонаблюдение и контрол на достъп (ще бъде предоставено обучение за различни видове системи)
- реализиране на технически проекти съвместно с работна група от инсталатори
- контакт с клиенти на дружеството по повод изграждане и/или поддръжка на оборудването
- техническа поддръжка на обекти в гаранционен и извънгаранционен сервиз

Ние ще предложим:

- възнаграждение обвързано с постигнатите резултати
- динамична работа в развиваща се фирма
- възможност за кариерно развитие
- коректно трудово отношение

Можете да кандидатствате за позицията като изпратите актуална автобиография със снимка.

Само предварително одобрените по документи кандидати ще бъдат поканени на интервю.

Конфиденциалността на всички кандидатури е гарантирана по смисъла на ЗЗЛД."
43,https://www.jobs.bg/job/6533386,ИПСМП Д-Р НЕДЯЛКО ДРАГОЛОВ ЕООД,Администратор в дерматологична клиника,Бургас,800,1200,10.10.2022,Постоянна работа,Пълно работно време,None,Подходяща и за кандидати с малък или без опит,"Описание на позицията:

- Организира и контролира цялостната дейност по посрещане, настаняване, обслужване и
изпращане на клиентите;
- Осъществяване на комуникацията - провеждане на телефонни разговори, записване на часове на клиентите, e-mail комуникация с клиенти, както и през социалните мрежи.
- Следи за плавното и правилно протичане на работния процес в центъра
- Оказва съдействие на клиентите, като им предоставя необходимата
информация;
- Следи за наличието на консумативи.
- Разработва вътрешно фирмени документи, отнасящи се до работата на регистратура;
- Организира и контролира работния процес на регистратура;
- Обработва информация, отговаря за конфиденциалността й и поддържа сигурността на
документите и архива;
- Отчита обема на извършена дейност в центъра.
- Поддържа отлична лична хигиена и хигиена на работното място.
- Други задължения


Ние предлагаме:

Обучение за извършваната дейност в центъра;
Обучение за работа с онлайн софтуер за резервации.
Работа на пълен работен ден;
Работа в приятна атмосфера и млад екип;

Нашите изисквания:

- Средно или висше образование;
- Много добра компютърна грамотност;
- Отлични организационни и комуникативни умения;
- Умения за бързо решаване на проблеми;
- Приветливо отношение към клиентите;
- Владеене на английски език;
- Владеенето на втори език е предимство;
- Работа на подобна позиция в медицинско заведение или естетичен център ще се счита за предимство.

В случай, че проявявате интерес към позицията, моля да изпратите CV с актуална снимка (паспортна и в цял ръст). Само одобрените по документи кандидати ще бъдат поканени на интервю."
44,https://www.jobs.bg/job/6529290,Астра Форум Фондация,АВТОР НА ТЕКСТОВЕ / COPYWRITER,София,700,800,07.10.2022,Временна/сезонна работа,Непълно работно време,None,None,"Фондация Астра Форум работи за устойчиво развитие на обществото, демократичните институции и различните общности в него чрез развитие на дейности, вкл. изследователски, в сферите на здравеопазване, екология и околна среда, история и култура.

Фондация Астра Форум се развива и чрез платформата “Science in the crisis - Наука в кризата“.
Във връзка с разширяването на дейностите ни търсим нов член на екипа ни в град София:

АВТОР НА ТЕКСТОВЕ / COPYWRITER

Отговорности и ангажименти:

- Ежедневно генериране на текстове за публикуване в социалните мрежи на Фондация Астра Форум (работи съвместно с Модератор Социални мрежи и Графичен дизайнер)

- Синтезиране на съдържание от научна литература от страната и чужбина;
- Писане на статии и материали за уеб сайта на организацията

- Ежемесечен отчет за извършените дейности;
- Участия в срещи на екипа (ежеседмична онлайн – вторник или сряда 19-22 часа, а при нужда и лична среща веднъж месечно)
- Участия в работни срещи с партньори и институции;
- Възможни са предварително планирани командировки в страната (в рамките на събития).

Задължителни изисквания към позицията:

- Отличен правопис и правоговор;
- Отлични самоорганизационни умения;
- Толерантност и коректност в екипни взаимоотношения;
- Висока обща и езикова култура, основни познания по здравеопазване;
- Добро познаване на обществения и политически живот;
- Желание за учене на нови неща и развитие;
- Добри умения по комуникация;
- Умения за работа с MS Office;
- Задължително е владеенето на писмен и говорим английски език;
- Да може да отделя 20 часа седмично за работата;
- Предишен опит на подобна позиция е препоръчителен.

Предложението на Фондацията:

- Работа с ентусиазиран екип;
- Възможност за допълнителна квалификация и учене на нови умения;
- Граждански договор с ежемесечно изплащане на възнаграждението – 800 лв./бруто (нетното се изчислява индивидуално, спрямо осигурителния месечен доход);
- Гъвкаво работно време и възможност за работа от вкъщи;
- Възможност за осъществяване на лични проекти и идеи, свързани с дейността на фондацията;

При интерес към позицията - приложете CV с актуална снимка + други документи за квалификации.

Кандидатурите ще се разглеждат конфиденциално.
Предоставените лични данни няма да се ползват за други цели."
45,https://www.jobs.bg/job/6529003,ДИДЖИТАЛ КОМУНИКЕЙШЪНС ООД,Кабелен техник - Интернет и Телевизия,Бургас,1000,1300,06.10.2022,Постоянна работа,Пълно работно време,Подходяща и за студенти,None,"Фирма Digicom,
търси да назначи кабелни техници за поддръжка на подземната си оптична мрежа в гр Бургас, инсталация на Интернет и Телевизия.

Предимство е наличието на шофьорска книжка и опит в сферата на телекомункациите.

Работа в екип! Придобиване на опит с работата върху една от най големите MAН/LAN мрежи"
46,https://www.jobs.bg/job/6524289,,Електротехник,Пловдив,1400,2400,04.10.2022,Постоянна работа,"Пълно работно време,Непълно работно време",Подходяща и за студенти,None,"Задължения и отговорности:

-Електроизграждане,направа на електроинсталации;
-Извършва всички видове ремонтни дейности по електрическата инсталация, както и на апаратури, уредби, табла и машини;
-Отчита вложените по поддържането и ремонта резервни части и материали;
-Отговаря за качественото функциониране на електрическите мрежи и инсталации;
-Изпълнява и други конкретно възложени задачи, свързани с длъжността;

Изисквания към кандидатите:

-Завършено образование – средно електротехническо;
-Опит по специалността /предимство/ ;
-Познания за схемите за скачване на различни видове ключове, контакти, звънци, трансформатори, електромери и електроразпределителни табла и видовете кабели и кабелни съоръжения;
-шофьорска книжка категория B /задължително/;
-точност, лоялност, коректно и отговорно отношение към работата;

Компанията предлага:

-Динамична и интересна работа в екип от професионалисти;
-Много добри условия на работа и възнаграждение;
-Професионално развитие;

Само одобрените кандидати ще поканим на интервю.
Всички документи ще бъдат разглеждани съгласно изискванията на Общия регламент относно защитата на данните (ЕС) 2016/679 (""GDPR"")"
